food,category,country,region,year,imports,exports,production,consumption,yield,price
Food,Category,Country,Region,Market Year,Imports (Metric Ton),Exports (Metric Ton),Domestic Production (Metric Ton),Domestic Consumption (Metric Ton),Yield (MT/HA),"U.S. import price (12 month average, US dollars per MT)"
Cottonseed Meal,OIL,Australia,OCEANIA,2014,668000,490000,1024000,,,
Cottonseed Meal,OIL,Azerbaijan,RUSSIA,2014,0,5000,33000,,,
Cottonseed Meal,OIL,Argentina,SOUTH_AMERICA,2014,20000,68000,507000,,,
Cottonseed Meal,OIL,Brazil,SOUTH_AMERICA,2014,25000,65000,3350000,,,
Cottonseed Meal,OIL,Paraguay,SOUTH_AMERICA,2014,4000,0,19000,,,
Cottonseed Meal,OIL,India,SOUTH_ASIA,2014,595000,530000,16815000,,,
Cottonseed Meal,OIL,Pakistan,SOUTH_ASIA,2014,251000,256000,6450000,,,
Cottonseed Meal,OIL,Indonesia,SOUTHEAST_ASIA,2014,0,0,11000,,,
Cottonseed Meal,OIL,Benin,SUB_SAHARAN,2014,0,43000,315000,,,
Cottonseed Meal,OIL,Burkina,SUB_SAHARAN,2014,32000,30000,483000,,,
Cottonseed Meal,OIL,Burma,SUB_SAHARAN,2014,0,0,539000,,,
Cottonseed Meal,OIL,Cameroon,SUB_SAHARAN,2014,0,3000,347000,,,
Cottonseed Meal,OIL,Chad,SUB_SAHARAN,2014,0,0,143000,,,
Cottonseed Meal,OIL,Ethiopia,SUB_SAHARAN,2014,0,0,11000,,,
Cottonseed Meal,OIL,Madagascar,SUB_SAHARAN,2014,0,0,48000,,,
Cottonseed Meal,OIL,Mali,SUB_SAHARAN,2014,62000,26000,412000,,,
Cottonseed Meal,OIL,Mozambique,SUB_SAHARAN,2014,0,9000,71000,,,
Cottonseed Meal,OIL,Nigeria,SUB_SAHARAN,2014,7000,7000,120000,,,
Cottonseed Meal,OIL,South Africa,SUB_SAHARAN,2014,145000,0,61000,,,
Cottonseed Meal,OIL,Tanzania,SUB_SAHARAN,2014,0,15000,182000,,,
Cottonseed Meal,OIL,Togo,SUB_SAHARAN,2014,0,8000,114000,,,
Cottonseed Meal,OIL,Uganda,SUB_SAHARAN,2014,0,0,146000,,,
Cottonseed Meal,OIL,Zimbabwe,SUB_SAHARAN,2014,0,15000,84000,,,
Cottonseed Meal,OIL,United States,UNITED_STATES,2014,485000,711000,5425000,,,
Cottonseed Oil,OIL,Canada,ARCTIC_AMERICA,2014,15000,0,0,,,
Cottonseed Oil,OIL,Kazakhstan,CENTRAL_ASIA,2014,0,11000,15000,,,
Cottonseed Oil,OIL,Kyrgyzstan,CENTRAL_ASIA,2014,0,0,3000,,,
Cottonseed Oil,OIL,Tajikistan,CENTRAL_ASIA,2014,10000,0,22000,,,
Cottonseed Oil,OIL,Turkmenistan,CENTRAL_ASIA,2014,0,0,83000,,,
Cottonseed Oil,OIL,Uzbekistan,CENTRAL_ASIA,2014,0,20000,230000,,,
Cottonseed Oil,OIL,China,EAST_ASIA,2014,0,15000,1396000,,,
Cottonseed Oil,OIL,Japan,EAST_ASIA,2014,2000,0,5000,,,
Cottonseed Oil,OIL,South Korea,EAST_ASIA,2014,1000,0,24000,,,
Cottonseed Oil,OIL,European Union,EUROPE,2014,1000,1000,50000,,,
Cottonseed Oil,OIL,Cote d'Ivoire,MIDDLE_AMERICA,2014,0,0,13000,,,
Cottonseed Oil,OIL,El Salvador,MIDDLE_AMERICA,2014,0,0,0,,,
Cottonseed Oil,OIL,Mexico,MIDDLE_AMERICA,2014,33000,14000,79000,,,
Cottonseed Oil,OIL,Egypt,MIDDLE_EAST,2014,0,0,25000,,,
Cottonseed Oil,OIL,Iran,MIDDLE_EAST,2014,0,0,15000,,,
Cottonseed Oil,OIL,Sudan,MIDDLE_EAST,2014,0,0,8000,,,
Cottonseed Oil,OIL,Syria,MIDDLE_EAST,2014,0,0,13000,,,
Cottonseed Oil,OIL,Turkey,MIDDLE_EAST,2014,7000,12000,180000,,,
Cottonseed Oil,OIL,Australia,OCEANIA,2014,38000,32000,109000,,,
Cottonseed Oil,OIL,Azerbaijan,RUSSIA,2014,0,0,3000,,,
Cottonseed Oil,OIL,Argentina,SOUTH_AMERICA,2014,3000,20000,26000,,,
Cottonseed Oil,OIL,Brazil,SOUTH_AMERICA,2014,24000,15000,336000,,,
Cottonseed Oil,OIL,Paraguay,SOUTH_AMERICA,2014,1000,0,2000,,,
Cottonseed Oil,OIL,India,SOUTH_ASIA,2014,58000,61000,1320000,,,
Cottonseed Oil,OIL,Pakistan,SOUTH_ASIA,2014,10000,15000,615000,,,
Cottonseed Oil,OIL,Benin,SUB_SAHARAN,2014,0,0,26000,,,
Cottonseed Oil,OIL,Burkina,SUB_SAHARAN,2014,0,0,35000,,,
Cottonseed Oil,OIL,Burma,SUB_SAHARAN,2014,0,0,61000,,,
Cottonseed Oil,OIL,Cameroon,SUB_SAHARAN,2014,0,0,29000,,,
Cottonseed Oil,OIL,Chad,SUB_SAHARAN,2014,0,0,12000,,,
Cottonseed Oil,OIL,Madagascar,SUB_SAHARAN,2014,0,0,5000,,,
Cottonseed Oil,OIL,Mali,SUB_SAHARAN,2014,0,0,39000,,,
Cottonseed Oil,OIL,Mozambique,SUB_SAHARAN,2014,0,0,7000,,,
Cottonseed Oil,OIL,Nigeria,SUB_SAHARAN,2014,0,0,14000,,,
Cottonseed Oil,OIL,South Africa,SUB_SAHARAN,2014,8000,5000,8000,,,
Cottonseed Oil,OIL,Tanzania,SUB_SAHARAN,2014,0,0,15000,,,
Cottonseed Oil,OIL,Togo,SUB_SAHARAN,2014,0,0,10000,,,
Cottonseed Oil,OIL,Uganda,SUB_SAHARAN,2014,0,0,15000,,,
Cottonseed Oil,OIL,Zimbabwe,SUB_SAHARAN,2014,0,0,8000,,,
Cottonseed Oil,OIL,United States,UNITED_STATES,2014,53000,99000,277000,,,
Fish Meal,OIL,Canada,ARCTIC_AMERICA,2014,63000,10000,65000,,,
Fish Meal,OIL,China,EAST_ASIA,2014,900000,10000,440000,,,
Fish Meal,OIL,Japan,EAST_ASIA,2014,267000,32000,185000,,,
Fish Meal,OIL,South Korea,EAST_ASIA,2014,55000,38000,45000,,,
Fish Meal,OIL,Taiwan,EAST_ASIA,2014,160000,0,15000,,,
Fish Meal,OIL,European Union,EUROPE,2014,270000,210000,455000,,,
Fish Meal,OIL,Faroe Islands,EUROPE,2014,5000,21000,26000,,,
Fish Meal,OIL,Iceland,EUROPE,2014,23000,123000,130000,,,
Fish Meal,OIL,Norway,EUROPE,2014,272000,42000,130000,,,
Fish Meal,OIL,Switzerland,EUROPE,2014,2000,0,0,,,
Fish Meal,OIL,Mexico,MIDDLE_AMERICA,2014,6000,86000,115000,,,
Fish Meal,OIL,Iran,MIDDLE_EAST,2014,1000,0,0,,,
Fish Meal,OIL,Turkey,MIDDLE_EAST,2014,87000,2000,5000,,,
Fish Meal,OIL,New Zealand,OCEANIA,2014,0,20000,35000,,,
Fish Meal,OIL,Russia,RUSSIA,2014,22000,57000,145000,,,
Fish Meal,OIL,Chile,SOUTH_AMERICA,2014,92000,287000,500000,,,
Fish Meal,OIL,Colombia,SOUTH_AMERICA,2014,22000,2000,0,,,
Fish Meal,OIL,Ecuador,SOUTH_AMERICA,2014,12000,90000,130000,,,
Fish Meal,OIL,Peru,SOUTH_AMERICA,2014,76000,916000,850000,,,
Fish Meal,OIL,Indonesia,SOUTHEAST_ASIA,2014,106000,11000,16000,,,
Fish Meal,OIL,Malaysia,SOUTHEAST_ASIA,2014,23000,30000,65000,,,
Fish Meal,OIL,Philippines,SOUTHEAST_ASIA,2014,22000,4000,12000,,,
Fish Meal,OIL,Thailand,SOUTHEAST_ASIA,2014,26000,161000,450000,,,
Fish Meal,OIL,Senegal,SUB_SAHARAN,2014,0,13000,14000,,,
Fish Meal,OIL,South Africa,SUB_SAHARAN,2014,20000,60000,120000,,,
Fish Meal,OIL,United States,UNITED_STATES,2014,45000,150000,345000,,,
Olive Oil,OIL,Canada,ARCTIC_AMERICA,2014,44000,3000,0,,,
Olive Oil,OIL,European Union,EUROPE,2014,691000,671000,1550000,,,
Olive Oil,OIL,Switzerland,EUROPE,2014,14000,0,0,,,
Olive Oil,OIL,Algeria,MIDDLE_EAST,2014,15000,15000,65000,,,
Olive Oil,OIL,Israel,MIDDLE_EAST,2014,2000,1000,18000,,,
Olive Oil,OIL,Jordan,MIDDLE_EAST,2014,2000,2000,35000,,,
Olive Oil,OIL,Lebanon,MIDDLE_EAST,2014,9000,10000,17000,,,
Olive Oil,OIL,Libya,MIDDLE_EAST,2014,2000,0,15000,,,
Olive Oil,OIL,Morocco,MIDDLE_EAST,2014,12000,35000,120000,,,
Olive Oil,OIL,Saudi Arabia,MIDDLE_EAST,2014,18000,0,3000,,,
Olive Oil,OIL,Syria,MIDDLE_EAST,2014,17000,17000,60000,,,
Olive Oil,OIL,Tunisia,MIDDLE_EAST,2014,23000,313000,320000,,,
Olive Oil,OIL,Turkey,MIDDLE_EAST,2014,21000,51000,170000,,,
Olive Oil,OIL,Australia,OCEANIA,2014,41000,6000,20000,,,
Olive Oil,OIL,Brazil,SOUTH_AMERICA,2014,77000,2000,0,,,
Olive Oil,OIL,United States,UNITED_STATES,2014,310000,8000,5000,,,
Palm Kernel,OIL,South Korea,EAST_ASIA,2014,770000,0,0,,,
Palm Kernel,OIL,European Union,EUROPE,2014,2100000,0,0,,,
Palm Kernel,OIL,Costa Rica,MIDDLE_AMERICA,2014,5000,2000,43000,,,
Palm Kernel,OIL,Cote d'Ivoire,MIDDLE_AMERICA,2014,0,35000,52000,,,
Palm Kernel,OIL,Guatemala,MIDDLE_AMERICA,2014,0,4000,43000,,,
Palm Kernel,OIL,Honduras,MIDDLE_AMERICA,2014,0,10000,54000,,,
Palm Kernel,OIL,Australia,OCEANIA,2014,15000,0,0,,,
Palm Kernel,OIL,New Zealand,OCEANIA,2014,2213000,13000,0,,,
Palm Kernel,OIL,Papua New Guinea,OCEANIA,2014,0,18000,68000,,,
Palm Kernel,OIL,Brazil,SOUTH_AMERICA,2014,0,0,53000,,,
Palm Kernel,OIL,Colombia,SOUTH_AMERICA,2014,0,2000,125000,,,
Palm Kernel,OIL,Ecuador,SOUTH_AMERICA,2014,0,40000,52000,,,
Palm Kernel,OIL,India,SOUTH_ASIA,2014,0,0,10000,,,
Palm Kernel,OIL,Indonesia,SOUTHEAST_ASIA,2014,202000,4102000,4550000,,,
Palm Kernel,OIL,Malaysia,SOUTHEAST_ASIA,2014,373000,2800000,2750000,,,
Palm Kernel,OIL,Philippines,SOUTHEAST_ASIA,2014,25000,0,17000,,,
Palm Kernel,OIL,Thailand,SOUTHEAST_ASIA,2014,85000,2000,187000,,,
Palm Kernel,OIL,Vietnam,SOUTHEAST_ASIA,2014,205000,5000,0,,,
Palm Kernel,OIL,Benin,SUB_SAHARAN,2014,0,2000,18000,,,
Palm Kernel,OIL,Cameroon,SUB_SAHARAN,2014,0,5000,47000,,,
Palm Kernel,OIL,Congo (Kinshasa),SUB_SAHARAN,2014,0,0,27000,,,
Palm Kernel,OIL,Ghana,SUB_SAHARAN,2014,3000,17000,55000,,,
Palm Kernel,OIL,Guinea,SUB_SAHARAN,2014,0,0,30000,,,
Palm Kernel,OIL,Guinea-Bissau,SUB_SAHARAN,2014,0,0,4000,,,
Palm Kernel,OIL,Liberia,SUB_SAHARAN,2014,0,0,6000,,,
Palm Kernel,OIL,Nigeria,SUB_SAHARAN,2014,0,75000,400000,,,
Palm Kernel,OIL,Sierra Leone,SUB_SAHARAN,2014,0,0,10000,,,
Palm Kernel,OIL,Togo,SUB_SAHARAN,2014,0,0,21000,,,
Palm Kernel Meal,OIL,European Union,EUROPE,2014,0,0,0,,,
Palm Kernel Meal,OIL,Costa Rica,MIDDLE_AMERICA,2014,16000,0,52800,,,
Palm Kernel Meal,OIL,Cote d'Ivoire,MIDDLE_AMERICA,2014,4000,2400,75200,,,
Palm Kernel Meal,OIL,Dominican Republic,MIDDLE_AMERICA,2014,0,0,8800,,,
Palm Kernel Meal,OIL,Guatemala,MIDDLE_AMERICA,2014,0,0,68000,,,
Palm Kernel Meal,OIL,Honduras,MIDDLE_AMERICA,2014,0,800,88000,,,
Palm Kernel Meal,OIL,Papua New Guinea,OCEANIA,2014,0,0,100000,,,
Palm Kernel Meal,OIL,Solomon Islands,OCEANIA,2014,0,1600,6400,,,
Palm Kernel Meal,OIL,Brazil,SOUTH_AMERICA,2014,0,0,76000,,,
Palm Kernel Meal,OIL,Colombia,SOUTH_AMERICA,2014,0,0,192800,,,
Palm Kernel Meal,OIL,Ecuador,SOUTH_AMERICA,2014,2400,0,77600,,,
Palm Kernel Meal,OIL,India,SOUTH_ASIA,2014,0,0,16000,,,
Palm Kernel Meal,OIL,Indonesia,SOUTHEAST_ASIA,2014,56000,40000,6960000,,,
Palm Kernel Meal,OIL,Malaysia,SOUTHEAST_ASIA,2014,166400,148000,4040000,,,
Palm Kernel Meal,OIL,Philippines,SOUTHEAST_ASIA,2014,0,0,28000,,,
Palm Kernel Meal,OIL,Thailand,SOUTHEAST_ASIA,2014,0,8000,288000,,,
Palm Kernel Meal,OIL,Benin,SUB_SAHARAN,2014,0,0,31200,,,
Palm Kernel Meal,OIL,Cameroon,SUB_SAHARAN,2014,0,0,90400,,,
Palm Kernel Meal,OIL,Congo (Kinshasa),SUB_SAHARAN,2014,3200,1600,48800,,,
Palm Kernel Meal,OIL,Ghana,SUB_SAHARAN,2014,0,6400,86400,,,
Palm Kernel Meal,OIL,Guinea,SUB_SAHARAN,2014,0,0,42400,,,
Palm Kernel Meal,OIL,Guinea-Bissau,SUB_SAHARAN,2014,0,0,6400,,,
Palm Kernel Meal,OIL,Liberia,SUB_SAHARAN,2014,0,0,8800,,,
Palm Kernel Meal,OIL,Nigeria,SUB_SAHARAN,2014,12000,5600,584000,,,
Palm Kernel Meal,OIL,Sao Tome and Principe,SUB_SAHARAN,2014,0,0,800,,,
Palm Kernel Meal,OIL,Sierra Leone,SUB_SAHARAN,2014,0,3200,18400,,,
Palm Kernel Meal,OIL,Togo,SUB_SAHARAN,2014,0,0,32800,,,
Palm Kernel Oil,OIL,European Union,EUROPE,2014,0,0,0,,,
Palm Kernel Oil,OIL,Costa Rica,MIDDLE_AMERICA,2014,3660,0,12078,,,
Palm Kernel Oil,OIL,Cote d'Ivoire,MIDDLE_AMERICA,2014,915,549,17202,,,
Palm Kernel Oil,OIL,Dominican Republic,MIDDLE_AMERICA,2014,0,0,2013,,,
Palm Kernel Oil,OIL,Guatemala,MIDDLE_AMERICA,2014,0,0,15555,,,
Palm Kernel Oil,OIL,Honduras,MIDDLE_AMERICA,2014,0,183,20130,,,
Palm Kernel Oil,OIL,Papua New Guinea,OCEANIA,2014,0,0,22875,,,
Palm Kernel Oil,OIL,Solomon Islands,OCEANIA,2014,0,366,1464,,,
Palm Kernel Oil,OIL,Brazil,SOUTH_AMERICA,2014,0,0,17385,,,
Palm Kernel Oil,OIL,Colombia,SOUTH_AMERICA,2014,0,0,44103,,,
Palm Kernel Oil,OIL,Ecuador,SOUTH_AMERICA,2014,549,0,17751,,,
Palm Kernel Oil,OIL,India,SOUTH_ASIA,2014,0,0,3660,,,
Palm Kernel Oil,OIL,Indonesia,SOUTHEAST_ASIA,2014,12810,9150,1592100,,,
Palm Kernel Oil,OIL,Malaysia,SOUTHEAST_ASIA,2014,38064,33855,924150,,,
Palm Kernel Oil,OIL,Philippines,SOUTHEAST_ASIA,2014,0,0,6405,,,
Palm Kernel Oil,OIL,Thailand,SOUTHEAST_ASIA,2014,0,1830,65880,,,
Palm Kernel Oil,OIL,Benin,SUB_SAHARAN,2014,0,0,7137,,,
Palm Kernel Oil,OIL,Cameroon,SUB_SAHARAN,2014,0,0,20679,,,
Palm Kernel Oil,OIL,Congo (Kinshasa),SUB_SAHARAN,2014,732,366,11163,,,
Palm Kernel Oil,OIL,Ghana,SUB_SAHARAN,2014,0,1464,19764,,,
Palm Kernel Oil,OIL,Guinea,SUB_SAHARAN,2014,0,0,9699,,,
Palm Kernel Oil,OIL,Guinea-Bissau,SUB_SAHARAN,2014,0,0,1464,,,
Palm Kernel Oil,OIL,Liberia,SUB_SAHARAN,2014,0,0,2013,,,
Palm Kernel Oil,OIL,Nigeria,SUB_SAHARAN,2014,2745,1281,133590,,,
Palm Kernel Oil,OIL,Sao Tome and Principe,SUB_SAHARAN,2014,0,0,183,,,
Palm Kernel Oil,OIL,Sierra Leone,SUB_SAHARAN,2014,0,732,4209,,,
Palm Kernel Oil,OIL,Togo,SUB_SAHARAN,2014,0,0,7503,,,
Palm Oil,OIL,Canada,ARCTIC_AMERICA,2014,91000,2000,0,,,
Palm Oil,OIL,China,EAST_ASIA,2014,6615000,311000,0,,,
Palm Oil,OIL,Hong Kong,EAST_ASIA,2014,12000,0,0,,,
Palm Oil,OIL,Japan,EAST_ASIA,2014,724000,9000,0,,,
Palm Oil,OIL,North Korea,EAST_ASIA,2014,2000,0,0,,,
Palm Oil,OIL,South Korea,EAST_ASIA,2014,489000,44000,0,,,
Palm Oil,OIL,Taiwan,EAST_ASIA,2014,220000,5000,0,,,
Palm Oil,OIL,European Union,EUROPE,2014,7844000,554000,0,,,
Palm Oil,OIL,Norway,EUROPE,2014,5000,0,0,,,
Palm Oil,OIL,Switzerland,EUROPE,2014,38000,0,0,,,
Palm Oil,OIL,Costa Rica,MIDDLE_AMERICA,2014,34000,189000,286000,,,
Palm Oil,OIL,Cote d'Ivoire,MIDDLE_AMERICA,2014,134000,300000,456000,,,
Palm Oil,OIL,Dominican Republic,MIDDLE_AMERICA,2014,57000,15000,53000,,,
Palm Oil,OIL,El Salvador,MIDDLE_AMERICA,2014,82000,1000,0,,,
Palm Oil,OIL,Guatemala,MIDDLE_AMERICA,2014,44000,454000,477000,,,
Palm Oil,OIL,Haiti,MIDDLE_AMERICA,2014,122000,2000,0,,,
Palm Oil,OIL,Honduras,MIDDLE_AMERICA,2014,163000,461000,520000,,,
Palm Oil,OIL,Mexico,MIDDLE_AMERICA,2014,578000,33000,110000,,,
Palm Oil,OIL,Algeria,MIDDLE_EAST,2014,120000,0,0,,,
Palm Oil,OIL,Angola,MIDDLE_EAST,2014,352000,72000,58000,,,
Palm Oil,OIL,Egypt,MIDDLE_EAST,2014,1585000,125000,0,,,
Palm Oil,OIL,Iran,MIDDLE_EAST,2014,876000,46000,0,,,
Palm Oil,OIL,Iraq,MIDDLE_EAST,2014,207000,2000,0,,,
Palm Oil,OIL,Jordan,MIDDLE_EAST,2014,51000,1000,0,,,
Palm Oil,OIL,Kuwait,MIDDLE_EAST,2014,45000,0,0,,,
Palm Oil,OIL,Oman,MIDDLE_EAST,2014,139000,109000,0,,,
Palm Oil,OIL,Other,MIDDLE_EAST,2014,1750000,150000,0,,,
Palm Oil,OIL,Saudi Arabia,MIDDLE_EAST,2014,371000,36000,0,,,
Palm Oil,OIL,Sudan,MIDDLE_EAST,2014,70000,0,0,,,
Palm Oil,OIL,Turkey,MIDDLE_EAST,2014,624000,124000,0,,,
Palm Oil,OIL,United Arab Emirates,MIDDLE_EAST,2014,352000,252000,0,,,
Palm Oil,OIL,Yemen,MIDDLE_EAST,2014,105000,5000,0,,,
Palm Oil,OIL,Australia,OCEANIA,2014,133000,5000,0,,,
Palm Oil,OIL,New Zealand,OCEANIA,2014,20000,0,0,,,
Palm Oil,OIL,Papua New Guinea,OCEANIA,2014,118000,645000,556000,,,
Palm Oil,OIL,Russia,RUSSIA,2014,931000,126000,0,,,
Palm Oil,OIL,Brazil,SOUTH_AMERICA,2014,540000,185000,382000,,,
Palm Oil,OIL,Colombia,SOUTH_AMERICA,2014,165000,386000,1215000,,,
Palm Oil,OIL,Ecuador,SOUTH_AMERICA,2014,69000,304000,532000,,,
Palm Oil,OIL,Peru,SOUTH_AMERICA,2014,62000,44000,42000,,,
Palm Oil,OIL,Venezuela,SOUTH_AMERICA,2014,130000,27000,55000,,,
Palm Oil,OIL,Afghanistan,SOUTH_ASIA,2014,130000,0,0,,,
Palm Oil,OIL,Bangladesh,SOUTH_ASIA,2014,1431000,86000,0,,,
Palm Oil,OIL,India,SOUTH_ASIA,2014,10029000,973000,189000,,,
Palm Oil,OIL,Pakistan,SOUTH_ASIA,2014,3009000,319000,0,,,
Palm Oil,OIL,Sri Lanka,SOUTH_ASIA,2014,172000,32000,0,,,
Palm Oil,OIL,Indonesia,SOUTHEAST_ASIA,2014,2015000,29035000,36780000,,,
Palm Oil,OIL,Malaysia,SOUTHEAST_ASIA,2014,3673000,21448000,22179000,,,
Palm Oil,OIL,Philippines,SOUTHEAST_ASIA,2014,860000,180000,137000,,,
Palm Oil,OIL,Singapore,SOUTHEAST_ASIA,2014,808000,141000,0,,,
Palm Oil,OIL,Thailand,SOUTHEAST_ASIA,2014,194000,184000,1960000,,,
Palm Oil,OIL,Vietnam,SOUTHEAST_ASIA,2014,715000,35000,0,,,
Palm Oil,OIL,Benin,SUB_SAHARAN,2014,569000,493000,67000,,,
Palm Oil,OIL,Burma,SUB_SAHARAN,2014,706000,36000,0,,,
Palm Oil,OIL,Cameroon,SUB_SAHARAN,2014,144000,39000,320000,,,
Palm Oil,OIL,Congo (Kinshasa),SUB_SAHARAN,2014,82000,25000,237000,,,
Palm Oil,OIL,Ethiopia,SUB_SAHARAN,2014,342000,2000,0,,,
Palm Oil,OIL,Ghana,SUB_SAHARAN,2014,339000,83000,539000,,,
Palm Oil,OIL,Guinea,SUB_SAHARAN,2014,100000,10000,73000,,,
Palm Oil,OIL,Guinea-Bissau,SUB_SAHARAN,2014,0,0,3000,,,
Palm Oil,OIL,Kenya,SUB_SAHARAN,2014,665000,95000,0,,,
Palm Oil,OIL,Liberia,SUB_SAHARAN,2014,20000,0,46000,,,
Palm Oil,OIL,Mozambique,SUB_SAHARAN,2014,223000,63000,0,,,
Palm Oil,OIL,Nigeria,SUB_SAHARAN,2014,663000,130000,1300000,,,
Palm Oil,OIL,Rwanda,SUB_SAHARAN,2014,22000,2000,0,,,
Palm Oil,OIL,Sierra Leone,SUB_SAHARAN,2014,30000,4000,44000,,,
Palm Oil,OIL,South Africa,SUB_SAHARAN,2014,496000,9000,0,,,
Palm Oil,OIL,Tanzania,SUB_SAHARAN,2014,533000,108000,0,,,
Palm Oil,OIL,Togo,SUB_SAHARAN,2014,278000,72000,27000,,,
Palm Oil,OIL,Zimbabwe,SUB_SAHARAN,2014,22000,0,0,,,
Palm Oil,OIL,United States,UNITED_STATES,2014,1617000,176000,0,,,
Peanut Meal,OIL,Canada,ARCTIC_AMERICA,2014,122400,6400,0,,,
Peanut Meal,OIL,China,EAST_ASIA,2014,97600,403600,16646000,,,
Peanut Meal,OIL,Hong Kong,EAST_ASIA,2014,12000,2400,0,,,
Peanut Meal,OIL,Japan,EAST_ASIA,2014,88800,800,16200,,,
Peanut Meal,OIL,South Korea,EAST_ASIA,2014,33600,1600,8000,,,
Peanut Meal,OIL,Taiwan,EAST_ASIA,2014,13000,1600,52000,,,
Peanut Meal,OIL,European Union,EUROPE,2014,668400,36800,14000,,,
Peanut Meal,OIL,Norway,EUROPE,2014,8800,1600,0,,,
Peanut Meal,OIL,Switzerland,EUROPE,2014,5600,0,0,,,
Peanut Meal,OIL,Cote d'Ivoire,MIDDLE_AMERICA,2014,3200,800,84000,,,
Peanut Meal,OIL,Mexico,MIDDLE_AMERICA,2014,155400,31200,82800,,,
Peanut Meal,OIL,Nicaragua,MIDDLE_AMERICA,2014,48000,132800,157600,,,
Peanut Meal,OIL,Egypt,MIDDLE_EAST,2014,8000,36000,159200,,,
Peanut Meal,OIL,Morocco,MIDDLE_EAST,2014,0,0,30400,,,
Peanut Meal,OIL,Sudan,MIDDLE_EAST,2014,275200,61600,992400,,,
Peanut Meal,OIL,Turkey,MIDDLE_EAST,2014,59200,19200,104000,,,
Peanut Meal,OIL,Australia,OCEANIA,2014,22400,3200,16000,,,
Peanut Meal,OIL,Russia,RUSSIA,2014,116800,3200,0,,,
Peanut Meal,OIL,Argentina,SOUTH_AMERICA,2014,480400,1180000,1060400,,,
Peanut Meal,OIL,Brazil,SOUTH_AMERICA,2014,29600,112800,339800,,,
Peanut Meal,OIL,Bangladesh,SOUTH_ASIA,2014,0,0,37400,,,
Peanut Meal,OIL,India,SOUTH_ASIA,2014,229600,725600,5220000,,,
Peanut Meal,OIL,Pakistan,SOUTH_ASIA,2014,38400,7200,68000,,,
Peanut Meal,OIL,Indonesia,SOUTHEAST_ASIA,2014,273400,21400,946000,,,
Peanut Meal,OIL,Malaysia,SOUTHEAST_ASIA,2014,33600,4000,4600,,,
Peanut Meal,OIL,Philippines,SOUTHEAST_ASIA,2014,57600,4000,24000,,,
Peanut Meal,OIL,Singapore,SOUTHEAST_ASIA,2014,15200,7200,0,,,
Peanut Meal,OIL,Thailand,SOUTHEAST_ASIA,2014,82000,13000,50000,,,
Peanut Meal,OIL,Vietnam,SOUTHEAST_ASIA,2014,175800,39200,398400,,,
Peanut Meal,OIL,Benin,SUB_SAHARAN,2014,0,0,137000,,,
Peanut Meal,OIL,Burkina,SUB_SAHARAN,2014,0,0,370000,,,
Peanut Meal,OIL,Burma,SUB_SAHARAN,2014,48600,36600,1425000,,,
Peanut Meal,OIL,Cameroon,SUB_SAHARAN,2014,0,0,569000,,,
Peanut Meal,OIL,Central African Republic,SUB_SAHARAN,2014,0,0,155000,,,
Peanut Meal,OIL,Chad,SUB_SAHARAN,2014,0,0,362000,,,
Peanut Meal,OIL,Congo (Kinshasa),SUB_SAHARAN,2014,0,0,346000,,,
Peanut Meal,OIL,Gambia,SUB_SAHARAN,2014,15200,17600,100000,,,
Peanut Meal,OIL,Ghana,SUB_SAHARAN,2014,800,3200,352000,,,
Peanut Meal,OIL,Guinea,SUB_SAHARAN,2014,0,0,208000,,,
Peanut Meal,OIL,Malawi,SUB_SAHARAN,2014,0,21600,341000,,,
Peanut Meal,OIL,Mali,SUB_SAHARAN,2014,26400,30400,305000,,,
Peanut Meal,OIL,Mozambique,SUB_SAHARAN,2014,4000,3200,108000,,,
Peanut Meal,OIL,Niger,SUB_SAHARAN,2014,4000,4000,327000,,,
Peanut Meal,OIL,Nigeria,SUB_SAHARAN,2014,5600,0,2640000,,,
Peanut Meal,OIL,Senegal,SUB_SAHARAN,2014,67400,135400,710000,,,
Peanut Meal,OIL,South Africa,SUB_SAHARAN,2014,44000,33600,65000,,,
Peanut Meal,OIL,Tanzania,SUB_SAHARAN,2014,0,8000,800000,,,
Peanut Meal,OIL,Togo,SUB_SAHARAN,2014,0,0,36800,,,
Peanut Meal,OIL,Uganda,SUB_SAHARAN,2014,0,11400,283000,,,
Peanut Meal,OIL,Zambia,SUB_SAHARAN,2014,0,800,111000,,,
Peanut Meal,OIL,Zimbabwe,SUB_SAHARAN,2014,2400,1600,80000,,,
Peanut Meal,OIL,United States,UNITED_STATES,2014,712200,1161400,2009200,,,
Peanut Oil,OIL,Canada,ARCTIC_AMERICA,2014,27999,1464,0,,,
Peanut Oil,OIL,China,EAST_ASIA,2014,163326,99866,5726500,,,
Peanut Oil,OIL,Hong Kong,EAST_ASIA,2014,12745,2549,0,,,
Peanut Oil,OIL,Japan,EAST_ASIA,2014,20313,183,3477,,,
Peanut Oil,OIL,South Korea,EAST_ASIA,2014,7686,366,1830,,,
Peanut Oil,OIL,Taiwan,EAST_ASIA,2014,1830,366,14980,,,
Peanut Oil,OIL,European Union,EUROPE,2014,224524,14418,12000,,,
Peanut Oil,OIL,Norway,EUROPE,2014,2013,366,0,,,
Peanut Oil,OIL,Switzerland,EUROPE,2014,6281,0,0,,,
Peanut Oil,OIL,Cote d'Ivoire,MIDDLE_AMERICA,2014,732,183,26470,,,
